station,lat,lon,year,species,biomindex,abunindex
10,45.08854167,13.27226666,15:10:02:100,ctc,502.5787048,4613.600098
10,45.10624167,13.25080001,15:10:02:200,ctc,567.2288208,3504.161377
10,45.09945834,13.25025,15:10:02:300,ctc,244.708847,2576.167969
10,45.104975,13.249825,15:10:02:400,ctc,154.6992035,1285.285889
10,45.10116667,13.24938333,15:10:02:500,ctc,45.43748474,389.9097595
10,45.112675,13.251425,15:10:02:600,ctc,122.375618,1230.592896
10,44.62269167,13.24713333,15:10:02:700,ctc,110.2337799,902.4347534
10,45.120675,13.248,15:10:02:800,ctc,226.3511658,1878.316528
10,45.11314166,13.24860833,15:10:02:900,ctc,136.5411224,1339.978882
10,45.11843333,13.24805,15:10:03:000,ctc,102.7885895,730.2472534
10,45.11681666,13.24575833,15:10:03:100,ctc,321.8601074,2683.070801
10,45.11278334,13.24444167,15:10:03:200,ctc,248.3921204,2014.208008
10,45.09823333,13.24466666,15:10:03:200,ctc,326.0797424,2488.532227
10,45.08451666,13.23520834,15:10:03:300,ctc,86.63373566,519.5836792
